Location,region,measureid,fractionid,2020-10-29,2020-11-01,2020-11-05,2020-11-08,2020-11-12,2020-11-15,2020-11-19,2020-11-22,2020-11-26,2020-11-29,2020-12-01,2020-12-03,2020-12-06,2020-12-08,2020-12-10,2020-12-13,2020-12-15,2020-12-17,2020-12-20,2020-12-22,2020-12-24,2020-12-27,2020-12-29,2021-01-03,2021-01-05,2021-01-07,2021-01-10,2021-01-12,2021-01-14,2021-01-17,2021-01-19,2021-01-21,2021-01-24,2021-01-26,2021-01-28,2021-01-31,2021-02-02,2021-02-04,2021-02-07,2021-02-09,2021-02-11,2021-02-14,2021-02-16,2021-02-18,2021-02-21,2021-02-23,2021-02-25,2021-02-28,2021-03-02,2021-03-04,2021-03-07,2021-03-09,2021-03-11,2021-03-14,2021-03-17,2021-03-18,2021-03-21,2021-03-23,2021-03-25,2021-03-28,2021-04-01,2021-04-04,2021-04-07,2021-04-10,2021-04-14,2021-04-17,2021-04-21,2021-04-24,2021-04-28,2021-05-01,2021-05-05,2021-05-08,2021-05-12,2021-05-15,2021-05-19,2021-05-22,2021-05-26,2021-05-29,2021-06-02,2021-06-05,2021-06-09,2021-06-12,2021-06-19,2021-06-20,2021-06-23,2021-06-26,2021-06-30,2021-07-03,2021-07-07,2021-07-10,2021-07-14,2021-07-17,2021-07-21,2021-07-24,2021-07-28,2021-07-31,2021-08-04,2021-08-07,2021-08-11,2021-08-14,2021-08-18,2021-08-21,2021-08-25,2021-08-28,2021-09-01,2021-09-04,2021-09-08,2021-09-11,2021-09-15,2021-09-18,2021-09-22,2021-09-25,2021-09-29,2021-10-02,2021-10-06,2021-10-09,2021-10-13,2021-10-16,2021-10-20,2021-10-23,2021-10-27,2021-10-30,2021-11-03,2021-11-06,2021-11-10,2021-11-13,2021-11-17,2021-11-20,2021-11-24,2021-11-27,2021-12-01,2021-12-04,2021-12-08,2021-12-11,2021-12-15,2021-12-18,2021-12-22,2021-12-25,2021-12-29,2022-01-01,2022-01-06,2022-01-08,2022-01-12,2022-01-15,2022-01-19,2022-01-22,2022-01-26,2022-01-29,2022-02-02,2022-02-05,2022-02-09,2022-02-12,2022-02-19,2022-02-23,2022-02-26,2022-03-02,2022-03-03,2022-03-05,2022-03-07,2022-03-09,2022-03-11,2022-03-12,2022-03-15,2022-03-16,2022-03-19,2022-03-23,2022-03-26,2022-03-27,2022-03-30,2022-04-02,2022-04-03,2022-04-06,2022-04-07,2022-04-09,2022-04-11,2022-04-13,2022-04-15,2022-04-16,2022-04-19,2022-04-20,2022-04-23,2022-04-27,2022-04-30,2022-05-01,2022-05-03,2022-05-04,2022-05-07,2022-05-11,2022-05-14,2022-05-15,2022-05-18,2022-05-19,2022-05-21,2022-05-23,2022-05-25,2022-05-27,2022-05-28,2022-05-31,2022-06-01,2022-06-04,2022-06-08,2022-06-11,2022-06-12,2022-06-15,2022-06-16,2022-06-18,2022-06-20,2022-06-22,2022-06-24,2022-06-25,2022-06-28,2022-06-30,2022-07-02,2022-07-06,2022-07-09,2022-07-10,2022-07-13,2022-07-14,2022-07-16,2022-07-18,2022-07-20,2022-07-23,2022-07-27,2022-07-30,2022-08-03,2022-08-06,2022-08-10,2022-08-13,2022-08-17,2022-08-20,2022-08-24,2022-08-27,2022-08-31,2022-09-03,2022-09-07,2022-09-10,2022-09-14,2022-09-17,2022-09-21,2022-09-24,2022-09-25,2022-09-26,2022-09-27,2022-09-28,2022-09-29,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-15,2022-10-16,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-22,2022-10-23,2022-10-24,2022-10-26,2022-10-29,2022-11-02,2022-11-05,2022-11-09,2022-11-12,2022-11-16,2022-11-19,2022-11-23,2022-11-26,2022-11-30,2022-12-03,2022-12-07,2022-12-10,2022-12-14,2022-12-17,2022-12-21,2022-12-24,2022-12-28,2022-12-31,2023-01-04,2023-01-07,2023-01-11,2023-01-14,2023-01-18,2023-01-21,2023-01-25,2023-01-28,2023-02-01,2023-02-04,2023-02-08,2023-02-11,2023-02-15,2023-02-18,2023-02-22,2023-02-25,2023-03-01,2023-03-04,2023-03-08,2023-03-11,2021-06-16
Montreal North,Montreal,covN2,solid,4.2712,11.03286,6.401845,15.178905,35.42815,42.524915,35.816160000000004,41.077165,14.832395,18.52417,29.92299,27.771025,21.785115,50.01945,55.32577,93.34971,46.133465,80.63284,57.291605,91.34113,93.93592,88.93237,33.837645,90.67195,78.77603,86.172715,59.685535,369.373295,66.516335,99.707015,73.316175,66.592945,41.29717,69.67782,49.29491,15.271215,35.680705,90.98575,36.88063,28.87831,96.237105,40.230595,35.754195,24.21761,24.37528,30.255985,24.114425,27.315335,28.02256,16.850105,21.100535,22.355525,21.032045,15.39101,15.15708,16.479135,30.39737,12.828145,5.04237,16.33876,3,9.017215,12.115075,13.06185,34.27463,11.83721,16.785205,24.45545,14.17045,10.288795,19.59794,7.253155,23.273135,15.303995,29.129525,20.702955,25.610265,15.91917,5.002815,5.87061,10.50153,14.69105,7.28127,3,3,6.97912,3,3,3,1,3,3,3,4.00755,4.58287,3.43375,8.472275,12.09669,17.962065,17.536585,25.16206,13.55828,15.43049,20.78723,19.06218,23.98832,28.17778,42.161495,25.14109,20.822835,10.172425,20.431775,8.90556,24.35663,18.205665,20.90909,17.58463,32.828815,12.648875,15.90547,8.190295,9.991105,10.40364,14.907365,8.533355,14.307015,8.391145,10.38076,13.88869,14.02865,32.346215,35.451495,116.06102,33.467815,58.93205,102.219125,264.418585,140.401695,463.384685,223.10267,236.833045,147.060455,354.32266,225.239365,124.182275,366.635815,65.0872,50.54995,74.998295,35.162205,15.37021,18.261495,8.697645,10.66746,6.486035,31.89836,6.1267725,6.477345,6.91337,5.62516,15.85069,19.320095,5.9737975,7.215335,3.63629666666667,6.855885,6.142265,5.479805,157.783975,16.89946,50.8198325,36.061125,43.8812475,54.10838,18.7168775,30.762665,28.06684,19.72439,46.63929,17.81423,22.35661,101.807331666667,14.60116,13.5604575,35.584465,10.837005,21.3660883333333,10.642735,12.259545,8.4000475,3,27.2626575,12.59774,9.94139,53.94246,31.5494925,15.30425,46.2034725,18.199005,31.483345,38.69087,51.52584,119.1510725,24.4176,19.0456525,11.53394,10.943645,17.23711,19.423005,20.31936,29.668445,88.61388,34.80216,56.5759983333333,70.116275,96.8635975,114.61268,55.845195,68.677775,104.4243075,60.54134,58.57047,14.77245,22.40648,7.73796,13.828085,13.76187,10.80467,39.112435,6.408985,30.74239,16.612515,39.476075,24.43652,65.461475,49.29762,3,5.08649,5.253125,18.446945,4.45156,21.705505,42.39188,14.739315,33.216495,5.24082,10.390235,7.77041,39.910695,10.234695,51.671595,35.78276,48.343145,25.327015,27.534205,35.53904,56.47186,25.502695,23.09571,43.510815,37.981895,32.100535,16.281185,64.13968,20.98587,103.202185,17.710515,19.08768,64.097295,78.553825,32.270925,13.758825,25.71431,25.413845,34.23358,24.62749,41.34591,34.564705,64.599495,16.523235,30.266175,24.328745,33.20438,21.95621,43.57319,25.594265,24.073175,11.84828,118.524405,50.866705,13.65325,9.725535,11.755695,17.09367,23.89505,32.25477,45.385555,21.30992,25.463765,24.54821,22.94114,15.126535,42.922455,11.035965,20.58999,16.49659,NA
Montreal South,Montreal,covN2,solid,NA,NA,NA,NA,NA,26.92877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.704415,27.498795,23.4402,45.195105,35.730855,16.49659,38.687225,14.24344,18.809125,13.153735,12.823965,22.822135,17.115105,6.00841,7.81061,26.349825,3,6.78791,8.774715,3.91704,18.24603,7.484435,12.58936,12.484385,13.68183,14.287205,5.507425,11.253915,12.671645,12.736465,6.01795,4.26554,12.20241,7.97976,13.368455,6.90488,11.66094,7.881,14.400675,8.00254,3.54081,8.98277,3.98975,3.74716,NA,3,3,1,3,3,1,4.97553,3,3,4.388645,3,3,8.09947,3,8.49782,7.72932,10.09,4.539585,7.90117,16.519835,7.77091,6.52021,15.018215,14.728525,19.16012,10.834015,13.0996,5.214345,8.647845,11.171015,12.94987,8.595,9.041395,27.93194,13.47671,73.302745,7.715605,10.573145,11.50754,9.0621949999999991,13.085315,7.466865,12.093885,6.863725,11.67892,7.98389,35.168915,21.87069,26.94092,27.10295,37.04729,64.139335,242.42137,149.22034,213.47231,147.616215,159.273565,94.90953,85.27916,93.210285,98.707325,117.666305,24.59856,21.42353,25.4491,15.156655,14.1859,26.096905,5.319685,10.11234,8.827965,5.25439,NA,3,NA,9.76621,NA,6.3568,NA,5.69954,3,11.15934,4.98604,NA,20.287835,73.674075,NA,33.45841,NA,37.58479,NA,41.17497,NA,13.066375,NA,22.21589,22.221515,17.98904,17.126695,NA,NA,22.728875,9.674165,7.877705,15.435945,NA,14.24944,NA,6.63432,NA,156.86612,NA,13.544155,NA,28.80697,36.96613,86.63515,21.630025,NA,38.13414,NA,5.830245,NA,12.586015,NA,11.25623,NA,32.649595,40.120195,108.43368,32.22966,NA,61.11149,NA,108.59528,NA,76.342425,20.257825,10.774505,4.074025,9.704775,8.224715,7.13181,5.25023,11.742575,3.8533,39.06694,9.627335,7.15517,13.17156,29.61805,15.38895,3,5.26965,16.958285,4.91948,NA,NA,NA,10.608445,NA,6.630245,NA,NA,NA,25.292595,NA,18.991405,NA,NA,NA,74.443035,NA,24.48913,NA,NA,NA,19.253855,NA,10.578565,NA,NA,11.83909,50.5073,26.491005,32.00409,34.770915,51.28227,24.480185,24.420795,58.601165,22.137725,164.139495,36.47365,11.162995,18.91241,44.76715,55.456775,28.2704,29.25052,28.640085,184.750825,9.913355,11.32613,195.88025,7.363885,75.881815,13.569635,13.807995,22.114785,17.200845,19.603325,31.527645,13.051655,30.12022,14.881355,15.772875,14.82971,16.35369,37.569805,19.20282,6.36088,3
