date,seven_day_rolling_avg,location,region,measureID,fractionID,viral_load,province_abbr,region_pop,pruid,province,province_pop
2021-02-09,30.770245,Edmonton Goldbar,Edmonton,covN2,solid,30.770245,AB,1010899,48,Alberta,4262635
2021-02-11,21.598975,Edmonton Goldbar,Edmonton,covN2,solid,12.427705,AB,1010899,48,Alberta,4262635
2021-02-14,21.274825,Edmonton Goldbar,Edmonton,covN2,solid,20.626525,AB,1010899,48,Alberta,4262635
2021-02-16,15.8570183333333,Edmonton Goldbar,Edmonton,covN2,solid,14.516825,AB,1010899,48,Alberta,4262635
2021-02-18,17.556075,Edmonton Goldbar,Edmonton,covN2,solid,17.524875,AB,1010899,48,Alberta,4262635
2021-02-22,14.04877,Edmonton Goldbar,Edmonton,covN2,solid,10.10461,AB,1010899,48,Alberta,4262635
2021-02-23,11.7464233333333,Edmonton Goldbar,Edmonton,covN2,solid,7.609785,AB,1010899,48,Alberta,4262635
2021-02-25,7.83541,Edmonton Goldbar,Edmonton,covN2,solid,5.791835,AB,1010899,48,Alberta,4262635
2021-02-28,8.80264625,Edmonton Goldbar,Edmonton,covN2,solid,11.704355,AB,1010899,48,Alberta,4262635
2021-03-02,11.7000883333333,Edmonton Goldbar,Edmonton,covN2,solid,17.604075,AB,1010899,48,Alberta,4262635
2021-03-04,15.7812416666667,Edmonton Goldbar,Edmonton,covN2,solid,18.035295,AB,1010899,48,Alberta,4262635
2021-03-07,14.4980816666667,Edmonton Goldbar,Edmonton,covN2,solid,7.854875,AB,1010899,48,Alberta,4262635
2021-03-09,14.41822,Edmonton Goldbar,Edmonton,covN2,solid,17.36449,AB,1010899,48,Alberta,4262635
2021-03-11,13.2843016666667,Edmonton Goldbar,Edmonton,covN2,solid,14.63354,AB,1010899,48,Alberta,4262635
2021-03-14,14.559285,Edmonton Goldbar,Edmonton,covN2,solid,11.679825,AB,1010899,48,Alberta,4262635
2021-03-16,16.29863,Edmonton Goldbar,Edmonton,covN2,solid,22.582525,AB,1010899,48,Alberta,4262635
2021-03-18,19.0595533333333,Edmonton Goldbar,Edmonton,covN2,solid,22.91631,AB,1010899,48,Alberta,4262635
2021-03-21,22.719965,Edmonton Goldbar,Edmonton,covN2,solid,22.66106,AB,1010899,48,Alberta,4262635
2021-03-23,30.5919966666667,Edmonton Goldbar,Edmonton,covN2,solid,46.19862,AB,1010899,48,Alberta,4262635
2021-03-25,32.0202116666667,Edmonton Goldbar,Edmonton,covN2,solid,27.200955,AB,1010899,48,Alberta,4262635
2021-03-28,32.89919,Edmonton Goldbar,Edmonton,covN2,solid,25.297995,AB,1010899,48,Alberta,4262635
2021-03-29,38.09367875,Edmonton Goldbar,Edmonton,covN2,solid,53.677145,AB,1010899,48,Alberta,4262635
2021-04-04,50.422110000000004,Edmonton Goldbar,Edmonton,covN2,solid,47.167075,AB,1010899,48,Alberta,4262635
2021-04-08,61.0027375,Edmonton Goldbar,Edmonton,covN2,solid,74.8384,AB,1010899,48,Alberta,4262635
2021-04-11,55.8853125,Edmonton Goldbar,Edmonton,covN2,solid,36.932225,AB,1010899,48,Alberta,4262635
2021-04-15,82.5024725,Edmonton Goldbar,Edmonton,covN2,solid,128.07272,AB,1010899,48,Alberta,4262635
2021-04-18,98.3550575,Edmonton Goldbar,Edmonton,covN2,solid,68.637395,AB,1010899,48,Alberta,4262635
2021-04-22,82.21721,Edmonton Goldbar,Edmonton,covN2,solid,95.797025,AB,1010899,48,Alberta,4262635
2021-04-25,75.95141,Edmonton Goldbar,Edmonton,covN2,solid,56.105795,AB,1010899,48,Alberta,4262635
2021-04-29,121.724685,Edmonton Goldbar,Edmonton,covN2,solid,187.343575,AB,1010899,48,Alberta,4262635
2021-05-02,136.4564025,Edmonton Goldbar,Edmonton,covN2,solid,85.56923,AB,1010899,48,Alberta,4262635
2021-05-06,68.5829875,Edmonton Goldbar,Edmonton,covN2,solid,51.596745,AB,1010899,48,Alberta,4262635
2021-05-09,59.882145,Edmonton Goldbar,Edmonton,covN2,solid,68.167545,AB,1010899,48,Alberta,4262635
2021-05-12,55.1688533333333,Edmonton Goldbar,Edmonton,covN2,solid,45.74227,AB,1010899,48,Alberta,4262635
2021-05-16,36.2997325,Edmonton Goldbar,Edmonton,covN2,solid,26.857195,AB,1010899,48,Alberta,4262635
2021-05-20,30.2533325,Edmonton Goldbar,Edmonton,covN2,solid,33.64947,AB,1010899,48,Alberta,4262635
2021-05-23,26.29396,Edmonton Goldbar,Edmonton,covN2,solid,18.93845,AB,1010899,48,Alberta,4262635
2021-05-27,17.4041975,Edmonton Goldbar,Edmonton,covN2,solid,15.869945,AB,1010899,48,Alberta,4262635
2021-05-30,15.13532,Edmonton Goldbar,Edmonton,covN2,solid,14.400695,AB,1010899,48,Alberta,4262635
2021-06-03,15.2421625,Edmonton Goldbar,Edmonton,covN2,solid,16.08363,AB,1010899,48,Alberta,4262635
2021-06-06,13.2311625,Edmonton Goldbar,Edmonton,covN2,solid,10.378695,AB,1010899,48,Alberta,4262635
2021-06-10,7.5160925,Edmonton Goldbar,Edmonton,covN2,solid,4.65349,AB,1010899,48,Alberta,4262635
2021-06-13,6.156335,Edmonton Goldbar,Edmonton,covN2,solid,7.65918,AB,1010899,48,Alberta,4262635
2021-06-17,6.5048725,Edmonton Goldbar,Edmonton,covN2,solid,5.350565,AB,1010899,48,Alberta,4262635
2021-06-20,5.9994175,Edmonton Goldbar,Edmonton,covN2,solid,6.64827,AB,1010899,48,Alberta,4262635
2021-06-24,5.159945,Edmonton Goldbar,Edmonton,covN2,solid,3.67162,AB,1010899,48,Alberta,4262635
2021-06-27,3.33581,Edmonton Goldbar,Edmonton,covN2,solid,3,AB,1010899,48,Alberta,4262635
2021-07-01,4.855785,Edmonton Goldbar,Edmonton,covN2,solid,6.71157,AB,1010899,48,Alberta,4262635
2021-07-04,5.904145,Edmonton Goldbar,Edmonton,covN2,solid,5.09672,AB,1010899,48,Alberta,4262635
2021-07-08,3.04836,Edmonton Goldbar,Edmonton,covN2,solid,1,AB,1010899,48,Alberta,4262635
2021-07-11,2,Edmonton Goldbar,Edmonton,covN2,solid,3,AB,1010899,48,Alberta,4262635
2021-07-15,3,Edmonton Goldbar,Edmonton,covN2,solid,3,AB,1010899,48,Alberta,4262635
2021-07-18,5.000085,Edmonton Goldbar,Edmonton,covN2,solid,7.00017,AB,1010899,48,Alberta,4262635
2021-07-22,5.353005,Edmonton Goldbar,Edmonton,covN2,solid,3.70584,AB,1010899,48,Alberta,4262635
2021-07-25,6.76609,Edmonton Goldbar,Edmonton,covN2,solid,9.82634,AB,1010899,48,Alberta,4262635
2021-07-29,11.68365,Edmonton Goldbar,Edmonton,covN2,solid,13.54096,AB,1010899,48,Alberta,4262635
2021-08-01,14.1747325,Edmonton Goldbar,Edmonton,covN2,solid,14.808505,AB,1010899,48,Alberta,4262635
2021-08-05,23.1427725,Edmonton Goldbar,Edmonton,covN2,solid,31.47704,AB,1010899,48,Alberta,4262635
2021-08-08,27.8162625,Edmonton Goldbar,Edmonton,covN2,solid,24.155485,AB,1010899,48,Alberta,4262635
2021-08-12,43.79684,Edmonton Goldbar,Edmonton,covN2,solid,63.438195,AB,1010899,48,Alberta,4262635
2021-08-15,60.4829675,Edmonton Goldbar,Edmonton,covN2,solid,57.52774,AB,1010899,48,Alberta,4262635
2021-08-19,84.6380625,Edmonton Goldbar,Edmonton,covN2,solid,111.748385,AB,1010899,48,Alberta,4262635
2021-08-22,75.61499,Edmonton Goldbar,Edmonton,covN2,solid,39.481595,AB,1010899,48,Alberta,4262635
2021-08-26,67.7010925,Edmonton Goldbar,Edmonton,covN2,solid,95.92059,AB,1010899,48,Alberta,4262635
2021-08-29,90.1424475,Edmonton Goldbar,Edmonton,covN2,solid,84.364305,AB,1010899,48,Alberta,4262635
2021-09-02,157.663005,Edmonton Goldbar,Edmonton,covN2,solid,230.961705,AB,1010899,48,Alberta,4262635
2021-09-05,229.7860575,Edmonton Goldbar,Edmonton,covN2,solid,228.61041,AB,1010899,48,Alberta,4262635
2021-09-09,167.960015,Edmonton Goldbar,Edmonton,covN2,solid,107.30962,AB,1010899,48,Alberta,4262635
2021-09-12,127.82522,Edmonton Goldbar,Edmonton,covN2,solid,148.34082,AB,1010899,48,Alberta,4262635
2021-09-16,126.4366575,Edmonton Goldbar,Edmonton,covN2,solid,104.532495,AB,1010899,48,Alberta,4262635
2021-09-19,100.6208175,Edmonton Goldbar,Edmonton,covN2,solid,96.70914,AB,1010899,48,Alberta,4262635
2021-09-23,123.2858275,Edmonton Goldbar,Edmonton,covN2,solid,149.862515,AB,1010899,48,Alberta,4262635
2021-09-26,105.57799,Edmonton Goldbar,Edmonton,covN2,solid,61.293465,AB,1010899,48,Alberta,4262635
2021-09-30,108.653505,Edmonton Goldbar,Edmonton,covN2,solid,156.013545,AB,1010899,48,Alberta,4262635
2021-10-03,97.777755,Edmonton Goldbar,Edmonton,covN2,solid,39.541965,AB,1010899,48,Alberta,4262635
2021-10-07,50.661455,Edmonton Goldbar,Edmonton,covN2,solid,61.780945,AB,1010899,48,Alberta,4262635
2021-10-10,45.456735,Edmonton Goldbar,Edmonton,covN2,solid,29.132525,AB,1010899,48,Alberta,4262635
2021-10-14,44.738445,Edmonton Goldbar,Edmonton,covN2,solid,60.344365,AB,1010899,48,Alberta,4262635
2021-10-17,81.014985,Edmonton Goldbar,Edmonton,covN2,solid,101.685605,AB,1010899,48,Alberta,4262635
2021-10-21,76.5182375,Edmonton Goldbar,Edmonton,covN2,solid,51.35087,AB,1010899,48,Alberta,4262635
2021-10-24,46.2231175,Edmonton Goldbar,Edmonton,covN2,solid,41.095365,AB,1010899,48,Alberta,4262635
2021-10-28,38.5164125,Edmonton Goldbar,Edmonton,covN2,solid,35.93746,AB,1010899,48,Alberta,4262635
2021-10-31,38.738495,Edmonton Goldbar,Edmonton,covN2,solid,41.53953,AB,1010899,48,Alberta,4262635
2021-11-04,43.2015775,Edmonton Goldbar,Edmonton,covN2,solid,44.863625,AB,1010899,48,Alberta,4262635
2021-11-07,35.8481625,Edmonton Goldbar,Edmonton,covN2,solid,26.8327,AB,1010899,48,Alberta,4262635
2021-11-11,26.5494125,Edmonton Goldbar,Edmonton,covN2,solid,26.266125,AB,1010899,48,Alberta,4262635
2021-11-14,32.915195,Edmonton Goldbar,Edmonton,covN2,solid,39.564265,AB,1010899,48,Alberta,4262635
2021-11-18,34.57828,Edmonton Goldbar,Edmonton,covN2,solid,29.592295,AB,1010899,48,Alberta,4262635
2021-11-21,32.85974,Edmonton Goldbar,Edmonton,covN2,solid,36.127185,AB,1010899,48,Alberta,4262635
2021-11-25,29.0075075,Edmonton Goldbar,Edmonton,covN2,solid,21.88783,AB,1010899,48,Alberta,4262635
2021-11-28,24.8092575,Edmonton Goldbar,Edmonton,covN2,solid,27.730685,AB,1010899,48,Alberta,4262635
2021-12-02,25.9217775,Edmonton Goldbar,Edmonton,covN2,solid,24.11287,AB,1010899,48,Alberta,4262635
2021-12-05,22.9854075,Edmonton Goldbar,Edmonton,covN2,solid,21.857945,AB,1010899,48,Alberta,4262635
2021-12-09,18.0371175,Edmonton Goldbar,Edmonton,covN2,solid,14.21629,AB,1010899,48,Alberta,4262635
2021-12-12,13.3642825,Edmonton Goldbar,Edmonton,covN2,solid,12.512275,AB,1010899,48,Alberta,4262635
2021-12-16,19.713585,Edmonton Goldbar,Edmonton,covN2,solid,26.914895,AB,1010899,48,Alberta,4262635
2021-12-19,27.9545825,Edmonton Goldbar,Edmonton,covN2,solid,28.99427,AB,1010899,48,Alberta,4262635
2021-12-23,48.349525,Edmonton Goldbar,Edmonton,covN2,solid,67.70478,AB,1010899,48,Alberta,4262635
2021-12-26,107.9628775,Edmonton Goldbar,Edmonton,covN2,solid,148.220975,AB,1010899,48,Alberta,4262635
2021-12-31,138.095705,Edmonton Goldbar,Edmonton,covN2,solid,127.970435,AB,1010899,48,Alberta,4262635
2022-01-03,84.7627725,Edmonton Goldbar,Edmonton,covN2,solid,41.55511,AB,1010899,48,Alberta,4262635
2022-01-06,135.454076666667,Edmonton Goldbar,Edmonton,covN2,solid,236.836685,AB,1010899,48,Alberta,4262635
2022-01-09,152.38055,Edmonton Goldbar,Edmonton,covN2,solid,178.749855,AB,1010899,48,Alberta,4262635
2022-01-13,153.8242575,Edmonton Goldbar,Edmonton,covN2,solid,128.89866,AB,1010899,48,Alberta,4262635
2022-01-16,147.8000225,Edmonton Goldbar,Edmonton,covN2,solid,166.701385,AB,1010899,48,Alberta,4262635
2022-01-20,251.8687375,Edmonton Goldbar,Edmonton,covN2,solid,337.03609,AB,1010899,48,Alberta,4262635
2022-01-23,283.432625,Edmonton Goldbar,Edmonton,covN2,solid,229.82916,AB,1010899,48,Alberta,4262635
2022-01-27,200.328915,Edmonton Goldbar,Edmonton,covN2,solid,170.82867,AB,1010899,48,Alberta,4262635
2022-01-30,116.4298375,Edmonton Goldbar,Edmonton,covN2,solid,62.031005,AB,1010899,48,Alberta,4262635
2022-02-03,70.28549,Edmonton Goldbar,Edmonton,covN2,solid,78.539975,AB,1010899,48,Alberta,4262635
2022-02-06,99.486075,Edmonton Goldbar,Edmonton,covN2,solid,120.432175,AB,1010899,48,Alberta,4262635
2022-02-10,70.999695,Edmonton Goldbar,Edmonton,covN2,solid,21.567215,AB,1010899,48,Alberta,4262635
2022-02-13,25.4494925,Edmonton Goldbar,Edmonton,covN2,solid,29.33177,AB,1010899,48,Alberta,4262635
2022-02-17,35.13853,Edmonton Goldbar,Edmonton,covN2,solid,40.94529,AB,1010899,48,Alberta,4262635
2022-02-20,40.592375,Edmonton Goldbar,Edmonton,covN2,solid,40.23946,AB,1010899,48,Alberta,4262635
2022-02-24,35.6435975,Edmonton Goldbar,Edmonton,covN2,solid,31.047735,AB,1010899,48,Alberta,4262635
2022-02-27,29.53128,Edmonton Goldbar,Edmonton,covN2,solid,28.014825,AB,1010899,48,Alberta,4262635
2022-03-03,24.127025,Edmonton Goldbar,Edmonton,covN2,solid,20.239225,AB,1010899,48,Alberta,4262635
2022-03-06,21.3209175,Edmonton Goldbar,Edmonton,covN2,solid,22.40261,AB,1010899,48,Alberta,4262635
2022-03-10,25.8651225,Edmonton Goldbar,Edmonton,covN2,solid,29.327635,AB,1010899,48,Alberta,4262635
2022-03-13,22.4252475,Edmonton Goldbar,Edmonton,covN2,solid,15.52286,AB,1010899,48,Alberta,4262635
2022-03-17,12.90496,Edmonton Goldbar,Edmonton,covN2,solid,10.28706,AB,1010899,48,Alberta,4262635
2022-03-20,18.645215,Edmonton Goldbar,Edmonton,covN2,solid,27.00337,AB,1010899,48,Alberta,4262635
2022-03-24,27.89034,Edmonton Goldbar,Edmonton,covN2,solid,28.77731,AB,1010899,48,Alberta,4262635
2022-03-27,78.42379,Edmonton Goldbar,Edmonton,covN2,solid,128.07027,AB,1010899,48,Alberta,4262635
2022-03-31,74.35681,Edmonton Goldbar,Edmonton,covN2,solid,20.64335,AB,1010899,48,Alberta,4262635
2022-04-03,62.5674875,Edmonton Goldbar,Edmonton,covN2,solid,104.491625,AB,1010899,48,Alberta,4262635
2022-04-07,113.2495725,Edmonton Goldbar,Edmonton,covN2,solid,122.00752,AB,1010899,48,Alberta,4262635
2022-04-10,208.0766425,Edmonton Goldbar,Edmonton,covN2,solid,294.145765,AB,1010899,48,Alberta,4262635
2022-04-14,251.5849325,Edmonton Goldbar,Edmonton,covN2,solid,209.0241,AB,1010899,48,Alberta,4262635
2022-04-17,180.252415,Edmonton Goldbar,Edmonton,covN2,solid,151.48073,AB,1010899,48,Alberta,4262635
2022-04-21,103.5911775,Edmonton Goldbar,Edmonton,covN2,solid,55.701625,AB,1010899,48,Alberta,4262635
2022-04-24,216.328715,Edmonton Goldbar,Edmonton,covN2,solid,376.955805,AB,1010899,48,Alberta,4262635
2022-04-28,258.6777325,Edmonton Goldbar,Edmonton,covN2,solid,140.39966,AB,1010899,48,Alberta,4262635
2022-04-30,246.507103333333,Edmonton Goldbar,Edmonton,covN2,solid,222.165845,AB,1010899,48,Alberta,4262635
2022-05-03,164.371983333333,Edmonton Goldbar,Edmonton,covN2,solid,130.550445,AB,1010899,48,Alberta,4262635
2022-05-05,128.127121666667,Edmonton Goldbar,Edmonton,covN2,solid,31.665075,AB,1010899,48,Alberta,4262635
2022-05-10,72.196075,Edmonton Goldbar,Edmonton,covN2,solid,112.727075,AB,1010899,48,Alberta,4262635
2022-05-12,127.4451975,Edmonton Goldbar,Edmonton,covN2,solid,142.16332,AB,1010899,48,Alberta,4262635
2022-05-15,144.350241666667,Edmonton Goldbar,Edmonton,covN2,solid,178.16033,AB,1010899,48,Alberta,4262635
2022-05-19,125.3248025,Edmonton Goldbar,Edmonton,covN2,solid,72.489275,AB,1010899,48,Alberta,4262635
2022-05-22,189.4652025,Edmonton Goldbar,Edmonton,covN2,solid,306.44113,AB,1010899,48,Alberta,4262635
2022-05-26,207.021715,Edmonton Goldbar,Edmonton,covN2,solid,107.6023,AB,1010899,48,Alberta,4262635
2022-05-29,123.0629875,Edmonton Goldbar,Edmonton,covN2,solid,138.523675,AB,1010899,48,Alberta,4262635
2022-06-02,121.0159375,Edmonton Goldbar,Edmonton,covN2,solid,103.5082,AB,1010899,48,Alberta,4262635
2022-06-05,121.58004,Edmonton Goldbar,Edmonton,covN2,solid,139.65188,AB,1010899,48,Alberta,4262635
2022-06-09,79.3890025,Edmonton Goldbar,Edmonton,covN2,solid,19.126125,AB,1010899,48,Alberta,4262635
2022-06-12,20.2200375,Edmonton Goldbar,Edmonton,covN2,solid,21.31395,AB,1010899,48,Alberta,4262635
2022-06-16,21.3773025,Edmonton Goldbar,Edmonton,covN2,solid,21.440655,AB,1010899,48,Alberta,4262635
2022-06-19,23.471115,Edmonton Goldbar,Edmonton,covN2,solid,25.501575,AB,1010899,48,Alberta,4262635
2022-06-23,16.5751825,Edmonton Goldbar,Edmonton,covN2,solid,7.64879,AB,1010899,48,Alberta,4262635
2022-06-26,9.3412525,Edmonton Goldbar,Edmonton,covN2,solid,11.033715,AB,1010899,48,Alberta,4262635
2022-06-30,53.1599225,Edmonton Goldbar,Edmonton,covN2,solid,95.28613,AB,1010899,48,Alberta,4262635
2022-07-03,69.0778625,Edmonton Goldbar,Edmonton,covN2,solid,42.869595,AB,1010899,48,Alberta,4262635
2022-07-07,70.0373275,Edmonton Goldbar,Edmonton,covN2,solid,97.20506,AB,1010899,48,Alberta,4262635
2022-07-10,123.114155,Edmonton Goldbar,Edmonton,covN2,solid,149.02325,AB,1010899,48,Alberta,4262635
2022-07-14,139.6249625,Edmonton Goldbar,Edmonton,covN2,solid,130.226675,AB,1010899,48,Alberta,4262635
2022-07-17,123.313995,Edmonton Goldbar,Edmonton,covN2,solid,116.401315,AB,1010899,48,Alberta,4262635
2022-07-21,88.46544,Edmonton Goldbar,Edmonton,covN2,solid,60.529565,AB,1010899,48,Alberta,4262635
2022-07-24,78.74328,Edmonton Goldbar,Edmonton,covN2,solid,96.956995,AB,1010899,48,Alberta,4262635
2022-07-28,60.396255,Edmonton Goldbar,Edmonton,covN2,solid,23.835515,AB,1010899,48,Alberta,4262635
2022-07-31,14.5954975,Edmonton Goldbar,Edmonton,covN2,solid,5.35548,AB,1010899,48,Alberta,4262635
2022-08-04,4.9477975,Edmonton Goldbar,Edmonton,covN2,solid,4.540115,AB,1010899,48,Alberta,4262635
2022-08-07,22.3368525,Edmonton Goldbar,Edmonton,covN2,solid,40.13359,AB,1010899,48,Alberta,4262635
2022-08-11,33.24114,Edmonton Goldbar,Edmonton,covN2,solid,26.34869,AB,1010899,48,Alberta,4262635
2022-08-14,36.0104525,Edmonton Goldbar,Edmonton,covN2,solid,45.672215,AB,1010899,48,Alberta,4262635
2022-08-18,52.7162475,Edmonton Goldbar,Edmonton,covN2,solid,59.76028,AB,1010899,48,Alberta,4262635
2022-08-21,39.193205,Edmonton Goldbar,Edmonton,covN2,solid,18.62613,AB,1010899,48,Alberta,4262635
2022-08-25,100.1317775,Edmonton Goldbar,Edmonton,covN2,solid,181.637425,AB,1010899,48,Alberta,4262635
2022-08-28,115.0660575,Edmonton Goldbar,Edmonton,covN2,solid,48.49469,AB,1010899,48,Alberta,4262635
2022-09-01,66.2211625,Edmonton Goldbar,Edmonton,covN2,solid,83.947635,AB,1010899,48,Alberta,4262635
2022-09-04,73.8029975,Edmonton Goldbar,Edmonton,covN2,solid,63.65836,AB,1010899,48,Alberta,4262635
2022-09-08,62.3020025,Edmonton Goldbar,Edmonton,covN2,solid,60.945645,AB,1010899,48,Alberta,4262635
2022-09-11,85.3640275,Edmonton Goldbar,Edmonton,covN2,solid,109.78241,AB,1010899,48,Alberta,4262635
2022-09-15,63.6457125,Edmonton Goldbar,Edmonton,covN2,solid,17.509015,AB,1010899,48,Alberta,4262635
2022-09-18,27.417235,Edmonton Goldbar,Edmonton,covN2,solid,37.325455,AB,1010899,48,Alberta,4262635
2022-10-06,158.740235,Edmonton Goldbar,Edmonton,covN2,solid,158.740235,AB,1010899,48,Alberta,4262635
2022-10-09,101.1031825,Edmonton Goldbar,Edmonton,covN2,solid,43.46613,AB,1010899,48,Alberta,4262635
2022-10-13,61.4387725,Edmonton Goldbar,Edmonton,covN2,solid,79.411415,AB,1010899,48,Alberta,4262635
2022-10-16,133.7012,Edmonton Goldbar,Edmonton,covN2,solid,187.990985,AB,1010899,48,Alberta,4262635
2022-10-20,136.2584,Edmonton Goldbar,Edmonton,covN2,solid,84.525815,AB,1010899,48,Alberta,4262635
2022-10-23,81.8045075,Edmonton Goldbar,Edmonton,covN2,solid,79.0832,AB,1010899,48,Alberta,4262635
2022-10-27,81.4629475,Edmonton Goldbar,Edmonton,covN2,solid,83.842695,AB,1010899,48,Alberta,4262635
2022-10-30,77.2775925,Edmonton Goldbar,Edmonton,covN2,solid,70.71249,AB,1010899,48,Alberta,4262635
2022-11-03,68.47445,Edmonton Goldbar,Edmonton,covN2,solid,66.23641,AB,1010899,48,Alberta,4262635
2022-11-06,87.068705,Edmonton Goldbar,Edmonton,covN2,solid,107.901,AB,1010899,48,Alberta,4262635
2022-11-10,225.3613775,Edmonton Goldbar,Edmonton,covN2,solid,342.821755,AB,1010899,48,Alberta,4262635
2022-11-13,227.338575,Edmonton Goldbar,Edmonton,covN2,solid,111.855395,AB,1010899,48,Alberta,4262635
2022-11-17,100.1804925,Edmonton Goldbar,Edmonton,covN2,solid,88.50559,AB,1010899,48,Alberta,4262635
2022-11-20,57.8118025,Edmonton Goldbar,Edmonton,covN2,solid,27.118015,AB,1010899,48,Alberta,4262635
2022-11-24,54.879175,Edmonton Goldbar,Edmonton,covN2,solid,82.640335,AB,1010899,48,Alberta,4262635
2022-11-27,110.4217425,Edmonton Goldbar,Edmonton,covN2,solid,138.20315,AB,1010899,48,Alberta,4262635
2022-12-01,107.925905,Edmonton Goldbar,Edmonton,covN2,solid,77.64866,AB,1010899,48,Alberta,4262635
2022-12-04,65.7314175,Edmonton Goldbar,Edmonton,covN2,solid,53.814175,AB,1010899,48,Alberta,4262635
2022-12-08,99.5591125,Edmonton Goldbar,Edmonton,covN2,solid,145.30405,AB,1010899,48,Alberta,4262635
2022-12-11,130.7108025,Edmonton Goldbar,Edmonton,covN2,solid,116.117555,AB,1010899,48,Alberta,4262635
2022-12-15,128.160725,Edmonton Goldbar,Edmonton,covN2,solid,140.203895,AB,1010899,48,Alberta,4262635
2022-12-18,126.9840025,Edmonton Goldbar,Edmonton,covN2,solid,113.76411,AB,1010899,48,Alberta,4262635
2022-12-22,88.0458325,Edmonton Goldbar,Edmonton,covN2,solid,62.327555,AB,1010899,48,Alberta,4262635
2022-12-25,78.9860075,Edmonton Goldbar,Edmonton,covN2,solid,95.64446,AB,1010899,48,Alberta,4262635
2022-12-29,82.034285,Edmonton Goldbar,Edmonton,covN2,solid,68.42411,AB,1010899,48,Alberta,4262635
2023-01-01,105.2665675,Edmonton Goldbar,Edmonton,covN2,solid,142.109025,AB,1010899,48,Alberta,4262635
2023-01-05,151.195715,Edmonton Goldbar,Edmonton,covN2,solid,160.282405,AB,1010899,48,Alberta,4262635
2023-01-08,121.718145,Edmonton Goldbar,Edmonton,covN2,solid,83.153885,AB,1010899,48,Alberta,4262635
2023-01-12,64.2809275,Edmonton Goldbar,Edmonton,covN2,solid,45.40797,AB,1010899,48,Alberta,4262635
2023-01-15,40.0944125,Edmonton Goldbar,Edmonton,covN2,solid,34.780855,AB,1010899,48,Alberta,4262635
2023-01-19,45.2163925,Edmonton Goldbar,Edmonton,covN2,solid,55.65193,AB,1010899,48,Alberta,4262635
2023-01-22,46.299825,Edmonton Goldbar,Edmonton,covN2,solid,36.94772,AB,1010899,48,Alberta,4262635
2023-01-26,33.1311975,Edmonton Goldbar,Edmonton,covN2,solid,29.314675,AB,1010899,48,Alberta,4262635
2023-01-29,34.1856775,Edmonton Goldbar,Edmonton,covN2,solid,39.05668,AB,1010899,48,Alberta,4262635
2023-02-02,42.9789325,Edmonton Goldbar,Edmonton,covN2,solid,46.901185,AB,1010899,48,Alberta,4262635
2023-02-05,54.96495,Edmonton Goldbar,Edmonton,covN2,solid,63.028715,AB,1010899,48,Alberta,4262635
2023-02-09,77.1157825,Edmonton Goldbar,Edmonton,covN2,solid,91.20285,AB,1010899,48,Alberta,4262635
2023-02-12,57.96902,Edmonton Goldbar,Edmonton,covN2,solid,24.73519,AB,1010899,48,Alberta,4262635
2023-02-16,68.1897875,Edmonton Goldbar,Edmonton,covN2,solid,111.644385,AB,1010899,48,Alberta,4262635
2023-02-19,72.65766,Edmonton Goldbar,Edmonton,covN2,solid,33.670935,AB,1010899,48,Alberta,4262635
2023-02-23,39.21037,Edmonton Goldbar,Edmonton,covN2,solid,44.749805,AB,1010899,48,Alberta,4262635
2023-02-26,141.7587825,Edmonton Goldbar,Edmonton,covN2,solid,238.76776,AB,1010899,48,Alberta,4262635
2023-03-02,150.9159575,Edmonton Goldbar,Edmonton,covN2,solid,63.064155,AB,1010899,48,Alberta,4262635
2023-03-05,61.2719575,Edmonton Goldbar,Edmonton,covN2,solid,59.47976,AB,1010899,48,Alberta,4262635
2023-03-09,77.62188,Edmonton Goldbar,Edmonton,covN2,solid,95.764,AB,1010899,48,Alberta,4262635
2023-03-12,65.85903,Edmonton Goldbar,Edmonton,covN2,solid,35.95406,AB,1010899,48,Alberta,4262635
2020-11-06,15.76413,Vancouver Annacis Island,Vancouver,covN2,solid,15.76413,BC,2642825,59,British Columbia / Colombie-Britannique,5000879
2020-11-08,16.4358975,Vancouver Annacis Island,Vancouver,covN2,solid,17.107665,BC,2642825,59,British Columbia / Colombie-Britannique,5000879
2020-11-12,27.23965,Vancouver Annacis Island,Vancouver,covN2,solid,48.847155,BC,2642825,59,British Columbia / Colombie-Britannique,5000879
2020-11-15,52.4163975,Vancouver Annacis Island,Vancouver,covN2,solid,55.98564,BC,2642825,59,British Columbia / Colombie-Britannique,5000879
2020-11-19,49.5925225,Vancouver Annacis Island,Vancouver,covN2,solid,43.199405,BC,2642825,59,British Columbia / Colombie-Britannique,5000879
2020-11-22,34.069915,Vancouver Annacis Island,Vancouver,covN2,solid,24.940425,BC,2642825,59,British Columbia / Colombie-Britannique,5000879
2020-11-26,25.5458925,Vancouver Annacis Island,Vancouver,covN2,solid,26.15136,BC,2642825,59,British Columbia / Colombie-Britannique,5000879
2020-11-29,33.3464925,Vancouver Annacis Island,Vancouver,covN2,solid,40.541625,BC,2642825,59,British Columbia / Colombie-Britannique,5000879
2020-12-01,36.9626616666667,Vancouver Annacis Island,Vancouver,covN2,solid,44.195,BC,2642825,59,British Columbia / Colombie-Britannique,5000879
